x-axis,1,2,3
second,Volt,Ampere,Volt
-1.6500E+00,+2.8727E+00,+2.5150E+00,+3.5956E+00
-1.6400E+00,+2.8727E+00,+2.4837E+00,+3.5941E+00
-1.6300E+00,+2.8733E+00,+2.4462E+00,+3.5941E+00
-1.6200E+00,+2.8739E+00,+2.4212E+00,+3.5956E+00
-1.6100E+00,+2.8727E+00,+2.3962E+00,+3.5987E+00
-1.6000E+00,+2.8736E+00,+2.3837E+00,+3.5972E+00
-1.5900E+00,+2.8733E+00,+2.3587E+00,+3.6003E+00
-1.5800E+00,+2.8733E+00,+2.3275E+00,+3.5987E+00
-1.5700E+00,+2.8724E+00,+2.3087E+00,+3.5987E+00
-1.5600E+00,+2.8733E+00,+2.2837E+00,+3.6019E+00
-1.5500E+00,+2.8742E+00,+2.2775E+00,+3.5987E+00
-1.5400E+00,+2.8730E+00,+2.2462E+00,+3.6003E+00
-1.5300E+00,+2.8736E+00,+2.2275E+00,+3.6003E+00
-1.5200E+00,+2.8733E+00,+2.2025E+00,+3.6019E+00
-1.5100E+00,+2.8730E+00,+2.1837E+00,+3.6003E+00
-1.5000E+00,+2.8733E+00,+2.1900E+00,+3.6019E+00
-1.4900E+00,+2.8733E+00,+2.1650E+00,+3.6003E+00
-1.4800E+00,+2.8727E+00,+2.1400E+00,+3.5987E+00
-1.4700E+00,+2.8730E+00,+2.1212E+00,+3.6003E+00
-1.4600E+00,+2.8730E+00,+2.1087E+00,+3.5987E+00
-1.4500E+00,+2.8739E+00,+2.1150E+00,+3.6019E+00
-1.4400E+00,+2.8736E+00,+2.1150E+00,+3.6003E+00
-1.4300E+00,+2.8736E+00,+2.0837E+00,+3.5972E+00
-1.4200E+00,+2.8730E+00,+2.0650E+00,+3.5972E+00
-1.4100E+00,+2.8724E+00,+2.0712E+00,+3.5956E+00
-1.4000E+00,+2.8736E+00,+2.0712E+00,+3.5956E+00
-1.3900E+00,+2.8739E+00,+2.0775E+00,+3.5972E+00
-1.3800E+00,+2.8730E+00,+2.0712E+00,+3.5987E+00
-1.3700E+00,+2.8733E+00,+2.0587E+00,+3.5925E+00
-1.3600E+00,+2.8730E+00,+2.0462E+00,+3.5909E+00
-1.3500E+00,+2.8733E+00,+2.0650E+00,+3.5878E+00
-1.3400E+00,+2.8717E+00,+2.0712E+00,+3.5878E+00
-1.3300E+00,+2.8727E+00,+2.0837E+00,+3.5894E+00
-1.3200E+00,+2.8727E+00,+2.0837E+00,+3.5831E+00
-1.3100E+00,+2.8727E+00,+2.0837E+00,+3.5847E+00
-1.3000E+00,+2.8733E+00,+2.0837E+00,+3.5831E+00
-1.2900E+00,+2.8730E+00,+2.0962E+00,+3.5847E+00
-1.2800E+00,+2.8724E+00,+2.1150E+00,+3.5831E+00
-1.2700E+00,+2.8736E+00,+2.1212E+00,+3.5816E+00
-1.2600E+00,+2.8733E+00,+2.1337E+00,+3.5769E+00
-1.2500E+00,+2.8724E+00,+2.1400E+00,+3.5753E+00
-1.2400E+00,+2.8727E+00,+2.1712E+00,+3.5737E+00
-1.2300E+00,+2.8724E+00,+2.1712E+00,+3.5722E+00
-1.2200E+00,+2.8733E+00,+2.1900E+00,+3.5691E+00
-1.2100E+00,+2.8724E+00,+2.2025E+00,+3.5659E+00
-1.2000E+00,+2.8730E+00,+2.2275E+00,+3.5659E+00
-1.1900E+00,+2.8724E+00,+2.2525E+00,+3.5659E+00
-1.1800E+00,+2.8727E+00,+2.2712E+00,+3.5612E+00
-1.1700E+00,+2.8717E+00,+2.2900E+00,+3.5597E+00
